ref,state,constituency,won status,votes,(votes),Name,Party Name
6672,Maharashtra,Ramtek (9),won,613025,(+ 76768),Shyamkumar (Babalu) Daulat Barve,Indian National Congress
6673,Maharashtra,Ramtek (9),lost,536257,( -76768),RAJU DEONATH PARVE,Shiv Sena
6674,Maharashtra,Ramtek (9),lost,26098,( -586927),SANDIP SAHADEO MESHRAM,Bahujan Samaj Party
6675,Maharashtra,Ramtek (9),lost,24383,( -588642),KISHORE  UTTAMRAO GAJBHIYE,Independent
6676,Maharashtra,Ramtek (9),lost,6026,( -606999),AJAY BAKARAM CHAVAN,Independent
6677,Maharashtra,Ramtek (9),lost,5814,( -607211),SANVIDHAN G LOKHANDE,Baliraja Party
6678,Maharashtra,Ramtek (9),lost,5137,( -607888),ROSHANI ATUL GAJBHIYE,Gondvana Gantantra Party
6679,Maharashtra,Ramtek (9),lost,3766,( -609259),GOWARDHAN DEORAO KUMBHARE,Viro Ke Vir Indian Party
6680,Maharashtra,Ramtek (9),lost,3215,( -609810),ARVIND SHIVAJI TANDEKAR,Independent
6681,Maharashtra,Ramtek (9),lost,1992,( -611033),SANJAY VASANTRAO BORKAR,Maharashtra Vikas Aghadi
6682,Maharashtra,Ramtek (9),lost,1884,( -611141),SHANKAR CHINTAMAN CHAHANDE,Vanchit Bahujan  Aaghadi
6683,Maharashtra,Ramtek (9),lost,1818,( -611207),ADV BHIMRAO SHENDE,Bahujan Republican  Socialist Party
6684,Maharashtra,Ramtek (9),lost,1773,( -611252),GAIKWAD MANJUSHA SACHIN,Akhil Bhartiya Parivar Party
6685,Maharashtra,Ramtek (9),lost,1620,( -611405),ASHISH BHAURAO SARODE,Bhim Sena
6686,Maharashtra,Ramtek (9),lost,1340,( -611685),PRAMOD SHRIPAT KHOBRAGADE,Ambedkarite Party of India
6687,Maharashtra,Ramtek (9),lost,1229,( -611796),UMESH RAJU  KHADSE,Rashtra Samarpan Party
6688,Maharashtra,Ramtek (9),lost,977,( -612048),SIDDHARTH GADIJI PATIL,Peoples Party of India (Democratic)
6689,Maharashtra,Ramtek (9),lost,925,( -612100),PREMKUMAR DASHRATH GAJBHARE,Independent
6690,Maharashtra,Ramtek (9),lost,913,( -612112),RIDDHESHWAR ANANDRAO BELEY,Republican Party of India (A)
6691,Maharashtra,Ramtek (9),lost,888,( -612137),BHOJRAJ TUKARAM SARODE,Jay Vidarbha Party
6692,Maharashtra,Ramtek (9),lost,860,( -612165),VILAS SHRIPAT KHADSE,Independent
6693,Maharashtra,Ramtek (9),lost,850,( -612175),SUBHASH LOKHANDE,Independent
6694,Maharashtra,Ramtek (9),lost,847,( -612178),KARTIK GENDLALJI DOKE,Independent
6695,Maharashtra,Ramtek (9),lost,781,( -612244),ADV ULHAS SHALIKRAM DUPARE,Independent
6696,Maharashtra,Ramtek (9),lost,698,( -612327),LAROKAR SURESH PUNDLIK,Independent
6697,Maharashtra,Ramtek (9),lost,651,( -612374),SUNIL UTTAMRAO SALVE,Independent
6698,Maharashtra,Ramtek (9),lost,511,( -612514),GOWARDHAN NAMDEO SOMDEVE,Independent
6699,Maharashtra,Ramtek (9),lost,407,( -612618),VILAS GANESH ZODAPE,Independent
6700,Maharashtra,Ramtek (9),,7827,( -605198),NOTA,None of the Above
6701,Maharashtra,Amravati (7),won,526271,(+ 19731),BALWANT BASWANT WANKHADE,Indian National Congress
6702,Maharashtra,Amravati (7),lost,506540,( -19731),NAVNEET RAVI RANA,Bharatiya Janata Party
6703,Maharashtra,Amravati (7),lost,85300,( -440971),DINESH GANESHDAS BUB,Prahar Janshakti Party
6704,Maharashtra,Amravati (7),lost,18793,( -507478),ANANDRAJ YASHWANT AMBEDKAR,Republican Sena
6705,Maharashtra,Amravati (7),lost,4524,( -521747),KISHOR BHIMRAO LABADE,Independent
6706,Maharashtra,Amravati (7),lost,4513,( -521758),SANJAYKUMAR FATTESINGH GADGE,Bahujan Samaj Party
6707,Maharashtra,Amravati (7),lost,2690,( -523581),SUMITRA SAHEBRAO GAIKWAD,Independent
6708,Maharashtra,Amravati (7),lost,2088,( -524183),ARUN YASHWANTRAO BHAGAT,Independent
6709,Maharashtra,Amravati (7),lost,2072,( -524199),KISHOR DNYANESHWAR TAYDE,Independent
6710,Maharashtra,Amravati (7),lost,1818,( -524453),SURAJ DHANRAJ NAGDVANE,Independent
6711,Maharashtra,Amravati (7),lost,1570,( -524701),GAUTAM ALIAS ANANTA RAMDAS INGALE,Independent
6712,Maharashtra,Amravati (7),lost,1307,( -524964),PRAMOD RAMKRUSHNA CHOURPAGAR,Independent
6713,Maharashtra,Amravati (7),lost,1206,( -525065),ANIL THAWARE ALIAS DR. ANILKUMAR NAGBUDDHA,Independent
6714,Maharashtra,Amravati (7),lost,1052,( -525219),SURESH PUNDLIK MESHRAM,Independent
6715,Maharashtra,Amravati (7),lost,943,( -525328),SATISH YASHWANTRAO GEDAM,Independent
6716,Maharashtra,Amravati (7),lost,871,( -525400),MANOHAR KRUSHNAJI KURHADE,Independent
6717,Maharashtra,Amravati (7),lost,762,( -525509),DIGAMBAR WAMAN BHAGAT,Naki Bharatiya Ekta Party
6718,Maharashtra,Amravati (7),lost,730,( -525541),ENGI. AVINASH HARISHCHANDRA DHANAWATE,Peoples Party of India (Democratic)
6719,Maharashtra,Amravati (7),lost,670,( -525601),HIMMAT BHIMRAO DHOLE,Independent
6720,Maharashtra,Amravati (7),lost,659,( -525612),SUSHAMA GAJANAN AWACHAR,Jay Vidarbha Party
6721,Maharashtra,Amravati (7),lost,629,( -525642),GANESH NANAJI RAMTEKE,Akhil Bhartiya Parivar Party
6722,Maharashtra,Amravati (7),lost,539,( -525732),MANKAR DNYANESHWAR KASHIRAO,Independent
6723,Maharashtra,Amravati (7),lost,527,( -525744),TARA SURESH WANKHADE,Independent
6724,Maharashtra,Amravati (7),lost,510,( -525761),SHRIKRUSHNA SAKHARAMJI KSHIRSAGAR,Independent
6725,Maharashtra,Amravati (7),lost,495,( -525776),ADV. RAJU MADHUKARRAO KALANE,Bahujan Bharat Party
6726,Maharashtra,Amravati (7),lost,443,( -525828),VARSHA BHAGAWANTRAO BHAGAT,Independent
6727,Maharashtra,Amravati (7),lost,441,( -525830),BHARAT CHAMPATRAO YANGAD,Independent
6728,Maharashtra,Amravati (7),lost,422,( -525849),NARENDRA BABULAL KATHANE,Desh Janhit Party
6729,Maharashtra,Amravati (7),lost,365,( -525906),PRABHAKAR PANDURANG BHATKAR,Independent
6730,Maharashtra,Amravati (7),lost,337,( -525934),ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH,Independent
6731,Maharashtra,Amravati (7),lost,331,( -525940),GHAZI SAADUDDIN ZAHEER AHMED,Rashtriya Ulama Council
6732,Maharashtra,Amravati (7),lost,329,( -525942),BHAURAO SAMPATRAO WANKHADE,All India Forward Bloc
6733,Maharashtra,Amravati (7),lost,288,( -525983),RAVI GUNWANTRAO WANKHADE,Independent
6734,Maharashtra,Amravati (7),lost,272,( -525999),SONALI SANJAY MESHRAM,Independent
6735,Maharashtra,Amravati (7),lost,257,( -526014),SANDEEP BABULAL MESHRAM,Independent
6736,Maharashtra,Amravati (7),lost,239,( -526032),RAJESH TULSHIRAM KHADE,Independent
6737,Maharashtra,Amravati (7),lost,232,( -526039),RAJU MAHADEVRAO SONONE,Independent
6738,Maharashtra,Amravati (7),,2544,( -523727),NOTA,None of the Above
6739,Maharashtra,Dhule(2),won,583866,(+ 3831),BACHHAV SHOBHA DINESH,Indian National Congress
6740,Maharashtra,Dhule(2),lost,580035,( -3831),BHAMRE SUBHASH RAMRAO,Bharatiya Janata Party
6741,Maharashtra,Dhule(2),lost,19713,( -564153),BHARAT BABURAO JADHAV,Independent
6742,Maharashtra,Dhule(2),lost,4973,( -578893),ZAHOOR AHAMAD MOHAMAD YUSUF (JAM JAM),Bahujan Samaj Party
6743,Maharashtra,Dhule(2),lost,3746,( -580120),SANJAY RAMESHWAR SHARMA,Independent
6744,Maharashtra,Dhule(2),lost,3707,( -580159),SHAFEEQUE AHEMAD MD. RAFEEQUE,Independent
6745,Maharashtra,Dhule(2),lost,3683,( -580183),NAMDEO ROHIDAS YELAVE,Bharatheeya Jawan Kisan Party
6746,Maharashtra,Dhule(2),lost,3660,( -580206),ADV SACHIN UMAJI NIKAM,Independent
6747,Maharashtra,Dhule(2),lost,3452,( -580414),RAJ CHAVAN,Independent
6748,Maharashtra,Dhule(2),lost,1085,( -582781),MOHAMMAD ISMAIL JUMMAN,Independent
6749,Maharashtra,Dhule(2),lost,1038,( -582828),SURESH JAGANNATH BRAHMANKAR (SURESH BAPU),Independent
6750,Maharashtra,Dhule(2),lost,1001,( -582865),PATIL SHIVAJI NATHU,All India Forward Bloc
6751,Maharashtra,Dhule(2),lost,951,( -582915),SHAIKH MOHAMMAD ZAID SHAMIM AHMED,Welfare Party Of India
6752,Maharashtra,Dhule(2),lost,835,( -583031),MOHAMMAD AAMEEN MOHAMMAD FARUQUE,Independent
6753,Maharashtra,Dhule(2),lost,781,( -583085),MUQEEM MEENA NAGRI,Bhim Sena
6754,Maharashtra,Dhule(2),lost,763,( -583103),IRFAN. MO. ISHAK (NADIR),Independent
6755,Maharashtra,Dhule(2),lost,736,( -583130),MALAY PRAKASH PATIL,Independent
6756,Maharashtra,Dhule(2),lost,577,( -583289),ABDUL HAFEEZ ABDUL HAQUE,Independent
6757,Maharashtra,Dhule(2),,4693,( -579173),NOTA,None of the Above
6758,Maharashtra,Nandurbar(1),won,745998,(+ 159120),ADV GOWAAL KAGADA PADAVI,Indian National Congress
6759,Maharashtra,Nandurbar(1),lost,586878,( -159120),DR HEENA VIJAYKUMAR GAVIT,Bharatiya Janata Party
6760,Maharashtra,Nandurbar(1),lost,10644,( -735354),ANANDA SUKALAL KOLI,Bahujan Samaj Party
6761,Maharashtra,Nandurbar(1),lost,8887,( -737111),SUSHILKUMAR JAHANGIR PAWARA,Independent
6762,Maharashtra,Nandurbar(1),lost,6947,( -739051),NIRMALA VASAVE,Peoples Party of India (Democratic)
6763,Maharashtra,Nandurbar(1),lost,4947,( -741051),ROHIDAS GEMAJI VALVI,Independent
6764,Maharashtra,Nandurbar(1),lost,4081,( -741917),HEMANT MANSARAM KOLI,Vanchit Bahujan  Aaghadi
6765,Maharashtra,Nandurbar(1),lost,3571,( -742427),DEEPAKKUMAR MADHUKAR SHIRSATH,Independent
6766,Maharashtra,Nandurbar(1),lost,2625,( -743373),RAVINDRA RANJIT VALVI,Bharat Adivasi Party
6767,Maharashtra,Nandurbar(1),lost,2587,( -743411),JALAMSING SUTUM PAWAR,Independent
6768,Maharashtra,Nandurbar(1),lost,2381,( -743617),GITANJALI SHASHIKANT KOLI,Independent
6769,Maharashtra,Nandurbar(1),,14123,( -731875),NOTA,None of the Above
6770,Maharashtra,Satara(45),won,571134,(+ 32771),SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Bharatiya Janata Party
6771,Maharashtra,Satara(45),lost,538363,( -32771),SHASHIKANT JAYVANTRAO SHINDE,Nationalist Congress Party – Sharadchandra Pawar
6772,Maharashtra,Satara(45),lost,37062,( -534072),GADE SANJAY KONDIBA,Independent
6773,Maharashtra,Satara(45),lost,11912,( -559222),KADAM PRASHANT RAGHUNATH,Vanchit Bahujan  Aaghadi
6774,Maharashtra,Satara(45),lost,6485,( -564649),ANAND RAMESH THORWADE,Bahujan Samaj Party
6775,Maharashtra,Satara(45),lost,4712,( -566422),KORDE SURESHRAO DINKAR,Independent
6776,Maharashtra,Satara(45),lost,3951,( -567183),MARUTI DHONDIRAM JANKAR,Independent
6777,Maharashtra,Satara(45),lost,3458,( -567676),SEEMA SUNIL POTDAR,Independent
6778,Maharashtra,Satara(45),lost,3438,( -567696),VISHWAJIT PATIL UNDALKAR,Independent
6779,Maharashtra,Satara(45),lost,2674,( -568460),NIVRUTTI KERU SHINDE,Independent
6780,Maharashtra,Satara(45),lost,2501,( -568633),SAYAJI GANPAT WAGHMARE,Bahujan Republican  Socialist Party
6781,Maharashtra,Satara(45),lost,2015,( -569119),SACHIN SUBHASH MAHAJAN,Independent
6782,Maharashtra,Satara(45),lost,1395,( -569739),DR ABHIJEET WAMANRAO AWADE BICHUKALE,Independent
6783,Maharashtra,Satara(45),lost,1301,( -569833),TUSHAR VIJAY MOTLING,Bahujan Mukti Party
6784,Maharashtra,Satara(45),lost,1123,( -570011),PRATIBHA SHELAR,Independent
6785,Maharashtra,Satara(45),lost,958,( -570176),BAGAL SADASHIV SAHEBRAO,Independent
6786,Maharashtra,Satara(45),,5522,( -565612),NOTA,None of the Above
6787,Maharashtra,Pune(34),won,584728,(+ 123038),MURLIDHAR MOHOL,Bharatiya Janata Party
6788,Maharashtra,Pune(34),lost,461690,( -123038),DHANGEKAR RAVINDRA HEMRAJ,Indian National Congress
6789,Maharashtra,Pune(34),lost,32012,( -552716),VASANT (TATYA) MORE,Vanchit Bahujan  Aaghadi
6790,Maharashtra,Pune(34),lost,3974,( -580754),RANPISE PRASHANT DADARAM,Bahujan Samaj Party
6791,Maharashtra,Pune(34),lost,1645,( -583083),CHORMALE SANDIP SOPAN,Independent
6792,Maharashtra,Pune(34),lost,1451,( -583277),GORAKH NARAYAN GHODKE,Independent
6793,Maharashtra,Pune(34),lost,1052,( -583676),KIRAN LAXMAN RAYKAR,Independent
6794,Maharashtra,Pune(34),lost,860,( -583868),ANIS ARASHID SUNDAKE,All India Majlis-E-Ittehadul Muslimeen
6795,Maharashtra,Pune(34),lost,789,( -583939),SACHIN DATTATRAY DHANKUDE,Independent
6796,Maharashtra,Pune(34),lost,698,( -584030),YUVRAJ CHANDRAKANT  LIMBOLE,Right to Recall Party
6797,Maharashtra,Pune(34),lost,650,( -584078),DR. DEVYANI PANDIT,Independent
6798,Maharashtra,Pune(34),lost,534,( -584194),NARENDRA DNYANESHWAR PAWTEKAR,Independent
6799,Maharashtra,Pune(34),lost,515,( -584213),SAGAR SAMBHAJI PORE,Independent
6800,Maharashtra,Pune(34),lost,437,( -584291),SURESH DNYANOBA PATIL,Sainik Samaj Party
6801,Maharashtra,Pune(34),lost,433,( -584295),AMBORE MANJUNATH MARUTI,Independent
6802,Maharashtra,Pune(34),lost,415,( -584313),ASHWINI PRATIBHA KHAIRNAR,Independent
6803,Maharashtra,Pune(34),lost,382,( -584346),VIJAY VINAYAK JAGTAP,Independent
6804,Maharashtra,Pune(34),lost,375,( -584353),HEMANT BABURAV KOLEKAR ALIAS HEMANT PATIL,Apni Prajahit Party
6805,Maharashtra,Pune(34),lost,352,( -584376),MANOJ LAXMAN VETAL,Bhim Sena
6806,Maharashtra,Pune(34),lost,351,( -584377),NEERAJ SUNIL KAMTHAN,Hindu Samaj Party
6807,Maharashtra,Pune(34),lost,347,( -584381),KAMBLE MILIND,Bahujan Samaj Party  (Ambedkar)
6808,Maharashtra,Pune(34),lost,314,( -584414),CHANDRAKANT PARMESHWAR SAWANT,Independent
6809,Maharashtra,Pune(34),lost,313,( -584415),SHABBIR SAJJANBHAI TAMBOLI,Independent
6810,Maharashtra,Pune(34),lost,311,( -584417),SANJAY LAXMAN KENDALE,Independent
6811,Maharashtra,Pune(34),lost,305,( -584423),JOHNSON VASANT KOLHAPURE,Independent
6812,Maharashtra,Pune(34),lost,299,( -584429),ADV. YOGESH MAKANE,Independent
6813,Maharashtra,Pune(34),lost,294,( -584434),SUBROTO ROY,Ekam Sanatan Bharat Dal
6814,Maharashtra,Pune(34),lost,259,( -584469),DR. BALASAHEB ARJUN POL,Independent
6815,Maharashtra,Pune(34),lost,240,( -584488),VIJAYALAXMI SHRIKANT SINDAGI,Rashtriya Maratha Party
6816,Maharashtra,Pune(34),lost,231,( -584497),MAHESH DASHRATH MHASKE,Independent
6817,Maharashtra,Pune(34),lost,223,( -584505),YABES ALIAS AMOL SHAMUVEL TUJARE,Independent
6818,Maharashtra,Pune(34),lost,185,( -584543),VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR),Independent
6819,Maharashtra,Pune(34),lost,164,( -584564),BABA SALIM SAYYED,Independent
6820,Maharashtra,Pune(34),lost,146,( -584582),BAGBAN SALEEM ABDUL RAZZAQUE,Independent
6821,Maharashtra,Pune(34),lost,138,( -584590),ZNYOSHO VIJAYPRAKASH,Independent
6822,Maharashtra,Pune(34),,7460,( -577268),NOTA,None of the Above
6823,Maharashtra,Mumbai North(26),won,680146,(+ 357608),PIYUSH GOYAL,Bharatiya Janata Party
6824,Maharashtra,Mumbai North(26),lost,322538,( -357608),BHUSHAN PATIL,Indian National Congress
6825,Maharashtra,Mumbai North(26),lost,6052,( -674094),ADV. SONAL DIWAKAR GONDANE,Vanchit Bahujan  Aaghadi
6826,Maharashtra,Mumbai North(26),lost,2923,( -677223),RAIS DOCTOR,Bahujan Samaj Party
6827,Maharashtra,Mumbai North(26),lost,1481,( -678665),PANDEY DHARMENDRA RAMMURAT,Independent
6828,Maharashtra,Mumbai North(26),lost,1472,( -678674),DIPTI ASHOK WALAWALKAR,Independent
6829,Maharashtra,Mumbai North(26),lost,1195,( -678951),COMRADE JAYRAM VISHWAKARMA,Socialist Unity Centre Of India (COMMUNIST)
6830,Maharashtra,Mumbai North(26),lost,971,( -679175),MUNNALAL GAJRAJ PRAJAPATI,Independent
6831,Maharashtra,Mumbai North(26),lost,686,( -679460),LAXMAN YELLPPA KURADE,Independent
6832,Maharashtra,Mumbai North(26),lost,633,( -679513),ADVOCATE KAPIL K. SONI,Independent
6833,Maharashtra,Mumbai North(26),lost,625,( -679521),DEEPALI BHAWARSING SHEKHAWAT,Maharashtra Vikas Aghadi
6834,Maharashtra,Mumbai North(26),lost,622,( -679524),KAMLESH DAYABHAI VYAS,Sardar Vallabhbhai Patel Party
6835,Maharashtra,Mumbai North(26),lost,508,( -679638),BIPIN BACHUBHAI SHAH,Hindu Samaj Party
6836,Maharashtra,Mumbai North(26),lost,486,( -679660),GURUDAS RAMDAS KHAIRNAR,Independent
6837,Maharashtra,Mumbai North(26),lost,450,( -679696),RAVI BABU GAVLI,Samata Party
6838,Maharashtra,Mumbai North(26),lost,405,( -679741),JAEENDRA VASANT SURVE,Bharatheeya Jawan Kisan Party
6839,Maharashtra,Mumbai North(26),lost,396,( -679750),ALIEK SUNDER MESHRAM,Bharatiya Mulnivasi Aazad Party
6840,Maharashtra,Mumbai North(26),lost,348,( -679798),SAYED ZULFIQAR ALAM,Bahujan Maha Party
6841,Maharashtra,Mumbai North(26),lost,210,( -679936),SANJAY MAFATLAL MORAKHIA,Independent
6842,Maharashtra,Mumbai North(26),,13346,( -666800),NOTA,None of the Above
6843,Maharashtra,Palghar(22),won,601244,(+ 183306),DR. HEMANT VISHNU SAVARA,Bharatiya Janata Party
6844,Maharashtra,Palghar(22),lost,417938,( -183306),BHARTI BHARAT KAMDI,Shiv Sena (Uddhav Balasaheb Thackrey)
6845,Maharashtra,Palghar(22),lost,254517,( -346727),RAJESH RAGHUNATH PATIL,Bahujan Vikas Aaghadi
6846,Maharashtra,Palghar(22),lost,15465,( -585779),BHARAT SAMJI VANGA,Bahujan Samaj Party
6847,Maharashtra,Palghar(22),lost,14235,( -587009),MEENA KISHOR BHAD,Independent
6848,Maharashtra,Palghar(22),lost,10936,( -590308),VIJAYA RAJKUMAR MHATRE,Vanchit Bahujan  Aaghadi
6849,Maharashtra,Palghar(22),lost,10761,( -590483),MOHAN BARAKU GUHE,Bharat Adivasi Party
6850,Maharashtra,Palghar(22),lost,10687,( -590557),DINKAR DATTATRAYA WADHAN,Independent
6851,Maharashtra,Palghar(22),lost,9821,( -591423),AMAR KISAN KAVALE,Independent
6852,Maharashtra,Palghar(22),lost,7085,( -594159),COMRADE RAHUL MEDHA,Marxist Leninist Party of India (Red Flag)
6853,Maharashtra,Palghar(22),,23385,( -577859),NOTA,None of the Above
6854,Maharashtra,Nagpur(10),won,655027,(+ 137603),NITIN JAIRAM GADKARI,Bharatiya Janata Party
6855,Maharashtra,Nagpur(10),lost,517424,( -137603),VIKAS THAKRE,Indian National Congress
6856,Maharashtra,Nagpur(10),lost,19242,( -635785),YOGIRAJ ALIAS YOGESH PATIRAM LANJEWAR,Bahujan Samaj Party
6857,Maharashtra,Nagpur(10),lost,2059,( -652968),KIVINSUKA VIRENDRA SURYAVANSHI,Desh Janhit Party
6858,Maharashtra,Nagpur(10),lost,1750,( -653277),ADARSH RAVISHANKAR THAKUR,Independent
6859,Maharashtra,Nagpur(10),lost,1348,( -653679),ADV ULHAS SHALIKRAM DUPARE,Independent
6860,Maharashtra,Nagpur(10),lost,1073,( -653954),FAHIM SHAMIM KHAN,Minorities Democratic Party
6861,Maharashtra,Nagpur(10),lost,817,( -654210),SURAJ BALRAM MISHRA,Kunbi Bahujan Sawrajya Party
6862,Maharashtra,Nagpur(10),lost,808,( -654219),TEKRAJ BELKHODE,Independent
6863,Maharashtra,Nagpur(10),lost,720,( -654307),GARUDADRI ANAND KUMAR,Akhil Bhartiya Parivar Party
6864,Maharashtra,Nagpur(10),lost,692,( -654335),DHANU WALTHARE,Independent
6865,Maharashtra,Nagpur(10),lost,610,( -654417),VIJAY MANKAR,Ambedkarite Party of India
6866,Maharashtra,Nagpur(10),lost,567,( -654460),ADV. SANTOSH RAMKRISHNA LANJEWAR,All India Forward Bloc
6867,Maharashtra,Nagpur(10),lost,562,( -654465),VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party
6868,Maharashtra,Nagpur(10),lost,471,( -654556),GUNWANT HARICHANDRA SOMKUWAR,Bharatheeya Jawan Kisan Party
6869,Maharashtra,Nagpur(10),lost,451,( -654576),SHRIDHAR NARAYAN SALVE,Bhim Sena
6870,Maharashtra,Nagpur(10),lost,322,( -654705),SUNIL WANKHEDE,Rashtra Samarpan Party
6871,Maharashtra,Nagpur(10),lost,270,( -654757),DIPAK LAXMANRAO MASKE,Bahujan Maha Party
6872,Maharashtra,Nagpur(10),lost,251,( -654776),NARAYAN TUKARAM CHOUDHARI,Socialist Unity Centre Of India (COMMUNIST)
6873,Maharashtra,Nagpur(10),lost,242,( -654785),SANTOSH TULSHIRAM CHAVHAN,Independent
6874,Maharashtra,Nagpur(10),lost,237,( -654790),SUSHIL PATIL,Independent
6875,Maharashtra,Nagpur(10),lost,202,( -654825),SACHIN RAMKRUSHNARAO WAGHADE,Independent
6876,Maharashtra,Nagpur(10),lost,201,( -654826),PRAFUL MANIKCHAND BHANGE,Independent
6877,Maharashtra,Nagpur(10),lost,190,( -654837),VINAYAK BHAURAO AWCHAT,Independent
6878,Maharashtra,Nagpur(10),lost,182,( -654845),BABITA RAJU AWASTHI,Independent
6879,Maharashtra,Nagpur(10),lost,129,( -654898),SAHIL BALCHAND TURKAR,Independent
6880,Maharashtra,Nagpur(10),,5474,( -649553),NOTA,None of the Above
6881,Maharashtra,Akola(6),won,457030,(+ 40626),ANUP SANJAY DHOTRE,Bharatiya Janata Party
6882,Maharashtra,Akola(6),lost,416404,( -40626),ABHAY KASHINATH PATIL,Indian National Congress
6883,Maharashtra,Akola(6),lost,276747,( -180283),AMBEDKAR PRAKASH YASHWANT,Vanchit Bahujan  Aaghadi
6884,Maharashtra,Akola(6),lost,3300,( -453730),ADV NAJIB SHAIKH,Indian National League
6885,Maharashtra,Akola(6),lost,2760,( -454270),KASHINATH VISHWANATH DHAMODE,Bahujan Samaj Party
6886,Maharashtra,Akola(6),lost,2066,( -454964),MURLIDHAR LALSING PAWAR,Independent
6887,Maharashtra,Akola(6),lost,1734,( -455296),ADHAU RAVIKANT RAMKRUSHNA,Jay Vidarbha Party
6888,Maharashtra,Akola(6),lost,1618,( -455412),AACHARYADIP SUBHASHCHANDRA GANOJE,Independent
6889,Maharashtra,Akola(6),lost,1306,( -455724),UJWALA VINAYAK RAUT,Independent
6890,Maharashtra,Akola(6),lost,1240,( -455790),DHARMENDRA CHANDRAPRAKASH KOTHARI,Independent
6891,Maharashtra,Akola(6),lost,862,( -456168),DILIP SHATRUGHAN MHAISANE,Independent
6892,Maharashtra,Akola(6),lost,581,( -456449),ASHOK KISANRAO THORAT,Independent
6893,Maharashtra,Akola(6),lost,568,( -456462),MOHMMAD AJAZ MOHMMAD TAHER,Azad Adhikar Sena
6894,Maharashtra,Akola(6),lost,537,( -456493),BABAN MAHADEV SAYAM,Janseva Gondwana Party
6895,Maharashtra,Akola(6),lost,536,( -456494),PRITI PRAMOD SADANSHIV,Republican Party of India (Social)
6896,Maharashtra,Akola(6),,5783,( -451247),NOTA,None of the Above
6897,Maharashtra,Raver(4),won,630879,(+ 272183),KHADSE RAKSHA NIKHIL,Bharatiya Janata Party
6898,Maharashtra,Raver(4),lost,358696,( -272183),SHRIRAM DAYARAM PATIL,Nationalist Congress Party – Sharadchandra Pawar
6899,Maharashtra,Raver(4),lost,59120,( -571759),ER. SANJAY PANDIT BRAMHANE,Vanchit Bahujan  Aaghadi
6900,Maharashtra,Raver(4),lost,43982,( -586897),EKNATH NAGO SALUNKE,Independent
6901,Maharashtra,Raver(4),lost,9644,( -621235),GULAB DAYARAM BHIL,Bharat Adivasi Party
6902,Maharashtra,Raver(4),lost,7884,( -622995),MAMTA ALIAS MUMTAJ BHIKARI TADVI,Independent
6903,Maharashtra,Raver(4),lost,7577,( -623302),VIJAY RAMKRUSHNA KALE,Bahujan Samaj Party
6904,Maharashtra,Raver(4),lost,6718,( -624161),VASANT SHANKAR KOLTE,Independent
6905,Maharashtra,Raver(4),lost,6092,( -624787),PRAVIN LAXMAN PATIL,Independent
6906,Maharashtra,Raver(4),lost,5135,( -625744),YUVRAJ DEVSING BARELA,Independent
6907,Maharashtra,Raver(4),lost,4690,( -626189),ASHOK BABURAO JADHAV,Peoples Party of India (Democratic)
6908,Maharashtra,Raver(4),lost,4269,( -626610),SHRIRAM SITARAM PATIL,Independent
6909,Maharashtra,Raver(4),lost,3587,( -627292),JITENDRA PANDURANG PATIL,Independent
6910,Maharashtra,Raver(4),lost,2961,( -627918),SANJAY PRALHAD KANDELKAR,Independent
6911,Maharashtra,Raver(4),lost,2935,( -627944),SAGAR PRABHAKAR PATIL,Independent
6912,Maharashtra,Raver(4),lost,2282,( -628597),SANJAYKUMAR LAXMAN WANKHEDE,Republican Party of India (Social)
6913,Maharashtra,Raver(4),lost,2278,( -628601),ANIL PITAMBAR WAGH (SIR),Independent
6914,Maharashtra,Raver(4),lost,1927,( -628952),PROF. DR. ASHISH SUBHASH JADHAV,Independent
6915,Maharashtra,Raver(4),lost,1809,( -629070),BHIVRAJ RAMDAS RAYSINGE,Independent
6916,Maharashtra,Raver(4),lost,1429,( -629450),KOMALBAI BAPURAO PATIL,Independent
6917,Maharashtra,Raver(4),lost,1040,( -629839),SHAIKH AABID SHAIKH BASHIR,Independent
6918,Maharashtra,Raver(4),lost,981,( -629898),AMIT HARIBHAU KOLTE,Independent
6919,Maharashtra,Raver(4),lost,902,( -629977),DR. YOGENDRA VITTHAL KOLTE,Independent
6920,Maharashtra,Raver(4),lost,749,( -630130),SHRIRAM OMKAR PATIL,Independent
6921,Maharashtra,Raver(4),,4100,( -626779),NOTA,None of the Above
6922,Maharashtra,Jalgaon(3),won,674428,(+ 251594),SMITA UDAY WAGH,Bharatiya Janata Party
6923,Maharashtra,Jalgaon(3),lost,422834,( -251594),KARAN BALASAHEB PATIL - PAWAR,Shiv Sena (Uddhav Balasaheb Thackrey)
6924,Maharashtra,Jalgaon(3),lost,21177,( -653251),YUVRAJ JADHAV (SAMBHA AAPPA),Vanchit Bahujan  Aaghadi
6925,Maharashtra,Jalgaon(3),lost,7548,( -666880),EX-HAVILDAR ISHWAR DAYARAM MORE,Sainik Samaj Party
6926,Maharashtra,Jalgaon(3),lost,6381,( -668047),VILAS SHANKAR TAYADE,Bahujan Samaj Party
